,english_sentence,hindi_sentence
4729,adhikrut sanketsthal,अधिकृत संकेतस्थळ
4730,Panchal deshacha Raja Drupadyane putrapraptisathi putrakami yagnya kela.,पांचाळ देशाचा राजा द्रुपदयाने पुत्रप्राप्तीसाठी पुत्रकामी यज्ञ केला.
4731,safal hogi,सफ़ल होगी
4732,darroj 1.9 abja lok vruttapatra vikat gheun vachatat.,दररोज १.९ अब्ज लोक वृत्तपत्र विकत घेऊन वाचतात.
4733,sujag,सुजग
4734,samkaleen bhartamadhye Muslim striyanchi dakhal sarvajanik jagamadhye ghenyas kahi ghatana karneebhut tharalya tya mhanje 1980 chya dashakatil Shahabano ghatana ani 2002 madhil gujratmadhil dangal.,समकालीन भारतामध्ये मुस्लिम स्त्रियांची दखल सार्वजनिक जगामध्ये घेण्यास काही घटना कारणीभूत ठरल्या त्या म्हणजे १९८० च्या दशकातील शहाबानो घटना आणि २००२ मधील गुजरातमधील दंगल.
4735,Lanja bus sthanakatun yethe yenyasathi Lanja-hardkhale ST busseva niyamitpane upalabdha ahe.,लांजा बस स्थानकातून येथे येण्यासाठी लांजा-हर्दखळे एसटी बससेवा नियमितपणे उपलब्ध आहे.
4736,"donashe dashake strivadi abhyasachya pravahat rahilya, zagadlyanantar he pustak nirman zale ase lekhika mhante.","दोन दशके स्त्रीवादी अभ्यासाच्या प्रवाहात राहिल्या, झगडल्यानंतर हे पुस्तक निर्माण झाले असे लेखिका म्हणते."
4737,"tasech agni, jal, vayu, pruthvi va akash he bhut dravye ahet.","तसेच अग्नि, जल, वायु पृथ्वी व आकाश हे भूत द्रव्ये आहेत."
4738,ya samrajyacha mul purush kambuswayambhuv yachya navavarun ya samrajyala kambuj he naav milale.,या साम्राज्याचा मूळ पुरुष कंबूस्वयंभुव याच्या नावावरून या साम्राज्याला काम्बुज हे नाव मिळाले.
4739,basavkalyanla shirdatatreyanche peeth asun tethe dattachya paduka ahet.,बसवकल्याणला श्रीदत्तात्रेयांचे पीठ असून तेथे दत्ताच्या पादुका आहेत.
4740,Rudraprayag jilha ha bhartachya uttarakhand rajyatil ek jilha ahe.,रुद्रप्रयाग जिल्हा हा भारताच्या उत्तराखंड राज्यातील एक जिल्हा आहे.
4741,Nisargayan (Dilip Kulkarni),निसर्गायण (दिलीप कुलकर्णी)
4742,prastav shabdacha sandharbh:,प्रस्ताव शब्दाचा संदर्भ:
4743,Ratnagiri yethil Maharashtra patrakar sanghatarphe 'sampadak bhushan' purskar.,रत्‍नागिरी येथील महाराष्ट्र पत्रकार संघातर्फे `संपादक भूषण' पुरस्कार.
4744,Yethun pudhe gandhijini dalitanchya udhharasathi kam karne chalu kele.,येथून पुढे गांधीजींनी दलितांच्या उद्धारासाठी काम करणे चालू केले.
4745,tyamule Mumbai prantabaher ha paksha lokpriya hou shakala nahi.,त्यामुळे मुंबई प्रांताबाहेर हा पक्ष लोकप्रिय होऊ शकला नाही.
4746,pakshane ubhe kelelya umedvarapaiki 13 umedwar va pathimbyache don ase 15 umedwar vijayi zale.,पक्षाने उभे केलेल्या उमेदवारांपैकी १३ उमेदवार व पाठिंब्याचे दोन असे १५ उमेदवार विजयी झाले.
4747,vadhupariksha,वधूपरीक्षा
4748,"karya pravachan, keertan","कार्य प्रवचन, कीर्तन"
4749,dus- dushta,दुस्- दुष्ट
4750,yethe talgharat 5 foot unchichi murti ahe.,येथे तळघरात ५ फुट उंचीची मूर्ती आहे.
4751,aaudyogik krantichi suruvat yethunacha zali.,औद्योगिक क्रांतीची सुरुवात येथूनच झाली.
4752,hadith islam dharmachya sansthapak Mohmaad paigambarchya shikvanincha samuh ahe.,हादिथ इस्लाम धर्माच्या संस्थापक मोहम्मद पैगंबरच्या शिकवणींचा समूह आहे.
4753,tyachya pashchat mulga Kim Jong-Un hyala tyane varas nemle ahe.,त्याच्या पश्चात मुलगा किम जाँग-उन ह्याला त्याने वारस नेमले आहे.
4754,tasech sheti ha yethil ek motha udyog ahe.,तसेच शेती हा येथील एक मोठा उद्योग आहे.
4755,"pan, vegvegalya bankamadhye vegvegli pratha prachalit ahe.","पण, वेगवेगळ्या बँकामध्ये वेगवेगळी प्रथा प्रचलित आहे."
4756,yamadhye Amitabh Bacchan yani kam kele hote.,या मध्ये अमिताभ बच्चन यांनी काम केले होते.
4757,lal raktapeshi raktatil ek mahatvacha ghatak ahet.,लाल रक्तपेशी रक्तातील एक महत्त्वाचा घटक आहेत.
