,English,Marathi
4574,shirwadkar he tatvagyan vishayatale bhartiy shikshan kshetratil ek prakhyat nav hote.,शिरवाडकर हे तत्त्वज्ञान विषयातले भारतीय शिक्षण क्षेत्रातील एक प्रख्यात नाव होते.
4575,ase tyani lihun thevale ahe.,असे त्यांनी लिहून ठेवले आहे.
4576,"sarade, gogalgay, beduk, masolya, khekade vagaire panyat rahanare jiv he mor sharati pakshache khadya ahe.","सरडे, गोगलगाय, बेडूक, मासोळ्या, खेकडे वगैरे पाण्यात राहणारे जीव हे मोर शराटी पक्ष्याचे खाद्य आहे."
4577,raipur antarrashtriya cricket maidan tatha shahid vir narayan sing antarrashtriya cricket maidan he bharatachya chhatisgad rajyatil raipur shahrat aslele cricketche maidan ahe.,रायपूर आंतरराष्ट्रीय क्रिकेट मैदान तथा शहीद वीर नारायण सिंग आंतरराष्ट्रीय क्रिकेट मैदान हे भारताच्या छत्तीसगढ राज्यातील रायपूर शहरात असलेले क्रिकेटचे मैदान आहे.
4578,nav champions league ase asale tari sahbhagi sanghat deshantargat spardha kadhihi na jinklelya clubchahi samavesh ahe.,नाव चँपियन्स लीग असे असले तरी सहभागी संघांत देशांतर्गत स्पर्धा कधीही न जिंकलेल्या क्लब्जचाही समावेश आहे.
4579,1982:falklandche yuddha - argentinane falkland bete padakrant keli.,१९८२:फॉकलंडचे युद्ध - अर्जेंटिनाने फॉकलंड बेटे पादाक्रांत केली.
4580,chahala chav yenyasathi thandichya kalat yachya lamb panache barik tukade karun chahabarobar kinva chahashivay ukalatat.,चहाला चव येण्यासाठी थंडीच्या काळात याच्या लांब पानाचे बारीक तुकडे करून चहाबरोबर किंवा चहाशिवाय उकळतात.
4581,pane naslyane zadanchi fule sahaj distat.,पाने नसल्याने झाडांची फुले सहज दिसतात.
4582,kumaranchya dukhanyat patni bhanumati yani tyanchi khup sevashushrusha keli.,कुमारांच्या दुखण्यात पत्नी भानुमती यांनी त्यांची खूप सेवाशुश्रूषा केली.
4583,bidarmadhlya asamanya wastunchya nirmitit tyancha sinhacha vata hota,बिदरमधल्या असामान्य वास्तूंच्या निर्मितीत त्याचा सिंहाचा वाटा आहे.
4584,prachalit sarv rag ani bhajane tyanchya hya guruni tyana shikavali.,प्रचलित सर्व राग आणि भजने त्यांच्या ह्या गुरुंनी त्यांना शिकविली.
4585,collegatil nano vigyan sanshodhan kendratil susajja prayogshaleche udghatan arthatadnya dr.,कॉलेजातील नॅनो विज्ञान संशोधन केंद्रातील सुसज्ज प्रयोगशाळेचे उद्‌घाटन अर्थतज्ज्ञ डॉ.
4586,"kaoraku - satpuda parvatrangamadhye rahnari jamat, raigadh, jashapur bhagat jast sankhyene rahanare.","कोरकु - सातपुडा पर्वतरांगांमध्ये राहणारी जमात, रायगढ, जशपूर भागात जास्त संख्येने राहणारे."
4587,main rajyamadhun republican pakshatarfe nivdun geleli chez smith hi maval dhornachi asun tine joseph mccarthyvar tika karnyat pudhakar ghetala hota.,मेन राज्यामधून रिपब्लिकन पक्षातर्फे निवडून गेलेली चेझ स्मिथ ही मवाळ धोरणाची असून तिने जोसेफ मॅककार्थीवर टीका करण्यात पुढाकार घेतला होता.
4588,"sangnak pranali ata ""smart "" sadhane, smartphone, television ani goshti internet cha bhag mahnun lahan sadhane samavesh khup vividhata samavesh. - ani network nahi faqt internet ani khajagi data network , pan bluetooth, wi-fi and etar samavesh wireless network.","संगणक प्रणाली आता ""स्मार्ट "" साधने, स्मार्टफोन, टेलीव्हिजन आणि गोष्टी इंटरनेट च्या भाग म्हणून लहान साधने समावेश खूप विविधता समावेश - आणि नेटवर्क नाही फक्त इंटरनेट आणि खाजगी डेटा नेटवर्क , पण bluetooth,wi -fi आणि इतर समावेश वायरलेस नेटवर्क."
4589,madhuryane paripurne,माधुर्याने परिपूर्ण.
4590,"samshitoshna pradeshat ha kalavadhi sharad ruthucha asato tar, ushna katibandhat havaman shushka honaadhi pangal hote.","समशीतोष्ण प्रदेशात हा कालावधी शरद ऋतूचा असतो तर, उष्ण कटिबंधात हवामान शुष्क होण्याआधी पानगळ होते."
